,Test,Die,VDD (V),,,,Id1 (mA),Id2 ( mA),Freq (GHz),Pin (dBm),,Pin (dBm),,Pout (dBm),Gain (dB),,,,,,,,,,,
694255,POW1,AN44,4,#,#,#,38.24,89.58,18,-2,#,-2.0125,#,17.266,19.266,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,36.66,85.99,6,-1,#,-0.959188,#,16.264,17.264,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,39.46,88.9,9,-1,#,-1.021625,#,16.952,17.952,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,38.68,96.86,12,-1,#,-1.045875,#,17.317,18.317,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,38.36,95.92,15,-1,#,-1.043625,#,17.808,18.808,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,38.27,91.49,18,-1,#,-1.0095,#,17.737,18.737,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,35.37,84.82,6,0,#,0.125812,#,16.378,16.378,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,39.84,87.84,9,0,#,0.002375,#,17.098,17.098,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,38.86,98.82,12,0,#,-0.033875,#,17.444,17.444,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,38.44,98.73,15,0,#,-0.040625,#,18.021,18.021,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,38.31,93.67,18,0,#,-0.0065,#,18.132,18.132,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,34.03,83.94,6,1,#,1.159812,#,16.524,15.524,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,40.27,86.52,9,1,#,1.027375,#,17.219,16.219,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,39.06,100.84,12,1,#,0.991125,#,17.545,16.545,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,38.56,101.91,15,1,#,0.975375,#,18.205,17.205,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,38.37,96.33,18,1,#,1.0115,#,18.467,17.467,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,32.65,83.1,6,2,#,2.171812,#,16.677,14.677,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,40.77,85.32,9,2,#,2.039375,#,17.309,15.309,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,39.4,102.84,12,2,#,2.003125,#,17.628,15.628,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,38.71,105.19,15,2,#,1.982375,#,18.358,16.358,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN44,4,#,#,#,38.46,99.46,18,2,#,2.0345,#,18.737,16.737,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.44,84.99,6,-13,#,-13.02919,#,10.496,23.496,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.44,84.1,9,-13,#,-12.97062,#,9.483,22.483,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.38,84.09,12,-13,#,-13.01587,#,9.673,22.673,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.31,83.98,15,-13,#,-13.02862,#,9.765,22.765,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.25,83.45,18,-13,#,-13.0045,#,7.838,20.838,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.58,85.62,6,-12,#,-12.01719,#,11.46,23.46,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.43,84.57,9,-12,#,-11.96562,#,10.468,22.468,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.35,84.41,12,-12,#,-11.95888,#,10.701,22.701,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.29,84.21,15,-12,#,-12.01063,#,10.757,22.757,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.25,83.54,18,-12,#,-11.9895,#,8.824,20.824,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.67,86.36,6,-11,#,-11.02019,#,12.402,23.402,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.44,85.05,9,-11,#,-10.97263,#,11.424,22.424,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.33,84.8,12,-11,#,-10.97787,#,11.636,22.636,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.32,84.5,15,-11,#,-11.04263,#,11.685,22.685,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.28,83.7,18,-11,#,-10.9855,#,9.822,20.822,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.76,87.21,6,-10,#,-10.04419,#,13.284,23.284,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.46,85.59,9,-10,#,-10.02763,#,12.318,22.318,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.38,85.27,12,-10,#,-10.02787,#,12.524,22.524,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.28,84.89,15,-10,#,-10.05262,#,12.609,22.609,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.28,83.94,18,-10,#,-9.9885,#,10.802,20.802,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.85,88.19,6,-9,#,-9.038188,#,14.124,23.124,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.52,86.28,9,-9,#,-9.025625,#,13.242,22.242,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.36,85.83,12,-9,#,-9.023875,#,13.442,22.442,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.33,85.39,15,-9,#,-9.040625,#,13.542,22.542,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.27,84.22,18,-9,#,-8.9885,#,11.778,20.778,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.98,89.16,6,-8,#,-8.039188,#,14.827,22.827,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.59,87.06,9,-8,#,-8.039625,#,14.099,22.099,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.38,86.51,12,-8,#,-8.035875,#,14.297,22.297,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.29,85.94,15,-8,#,-8.040625,#,14.42,22.42,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.27,84.56,18,-8,#,-7.9935,#,12.727,20.727,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,40.12,89.81,6,-7,#,-7.044188,#,15.377,22.377,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.6,87.9,9,-7,#,-7.041625,#,14.868,21.868,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.38,87.3,12,-7,#,-7.048875,#,15.084,22.084,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.33,86.58,15,-7,#,-7.056625,#,15.22,22.22,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.3,84.99,18,-7,#,-7.0165,#,13.658,20.658,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,40.27,90.03,6,-6,#,-6.040188,#,15.793,21.793,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.7,88.69,9,-6,#,-6.042625,#,15.497,21.497,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.45,88.33,12,-6,#,-6.048875,#,15.75,21.75,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.31,87.38,15,-6,#,-6.051625,#,15.927,21.927,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.29,85.55,18,-6,#,-6.0115,#,14.573,20.573,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,40.35,89.85,6,-5,#,-5.047188,#,16.033,21.033,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.79,89.33,9,-5,#,-5.052625,#,15.982,20.982,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.45,89.58,12,-5,#,-5.077875,#,16.248,21.248,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.36,88.42,15,-5,#,-5.060625,#,16.483,21.483,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.31,86.23,18,-5,#,-5.0185,#,15.432,20.432,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,40.11,89.33,6,-4,#,-4.035188,#,16.108,20.108,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.95,89.76,9,-4,#,-4.057625,#,16.342,20.342,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.51,91.25,12,-4,#,-4.063875,#,16.635,20.635,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.35,89.9,15,-4,#,-4.070625,#,16.922,20.922,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.36,87.16,18,-4,#,-4.0165,#,16.203,20.203,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.48,88.47,6,-3,#,-3.004188,#,16.118,19.118,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,40.08,89.76,9,-3,#,-3.037625,#,16.61,19.61,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.55,93.19,12,-3,#,-3.036875,#,16.932,19.932,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.39,91.73,15,-3,#,-3.062625,#,17.278,20.278,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.34,88.4,18,-3,#,-3.0305,#,16.82,19.82,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,38.63,87.26,6,-2,#,-1.977188,#,16.156,18.156,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,40.35,89.36,9,-2,#,-2.025625,#,16.812,18.812,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.66,95.11,12,-2,#,-2.034875,#,17.169,19.169,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.4,93.79,15,-2,#,-2.052625,#,17.576,19.576,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.38,90.05,18,-2,#,-2.0055,#,17.346,19.346,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,37.56,85.82,6,-1,#,-0.943188,#,16.253,17.253,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,40.62,88.63,9,-1,#,-1.020625,#,16.977,17.977,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.77,97.01,12,-1,#,-1.044875,#,17.34,18.34,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.49,96.2,15,-1,#,-1.052625,#,17.823,18.823,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.39,91.93,18,-1,#,-1.0065,#,17.792,18.792,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,36.25,84.61,6,0,#,0.134812,#,16.387,16.387,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,40.96,87.55,9,0,#,0.001375,#,17.109,17.109,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.94,98.94,12,0,#,-0.032875,#,17.47,17.47,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.59,99,15,0,#,-0.051625,#,18.032,18.032,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.47,94.09,18,0,#,-0.0115,#,18.171,18.171,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,34.91,83.58,6,1,#,1.172812,#,16.545,15.545,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,41.4,86.19,9,1,#,1.022375,#,17.228,16.228,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,40.2,101,12,1,#,0.995125,#,17.567,16.567,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.7,102.12,15,1,#,0.964375,#,18.217,17.217,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.51,96.78,18,1,#,1.0135,#,18.492,17.492,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,33.48,82.59,6,2,#,2.184812,#,16.726,14.726,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,41.79,84.96,9,2,#,2.031375,#,17.306,15.306,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,40.47,102.97,12,2,#,2.005125,#,17.652,15.652,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.83,105.42,15,2,#,1.972375,#,18.369,16.369,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN47,4,#,#,#,39.6,99.84,18,2,#,2.0395,#,18.756,16.756,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.76,84.03,6,-13,#,-13.02319,#,10.417,23.417,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.7,83.11,9,-13,#,-12.97062,#,9.332,22.332,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.66,83.08,12,-13,#,-13.02187,#,9.557,22.557,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.56,82.93,15,-13,#,-13.03262,#,9.643,22.643,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.53,82.4,18,-13,#,-13.0055,#,7.625,20.625,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.86,84.67,6,-12,#,-12.01119,#,11.378,23.378,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.71,83.56,9,-12,#,-11.96562,#,10.315,22.315,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.62,83.41,12,-12,#,-11.96387,#,10.579,22.579,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.56,83.2,15,-12,#,-12.01662,#,10.625,22.625,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.55,82.53,18,-12,#,-11.9985,#,8.613,20.613,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.93,85.38,6,-11,#,-11.01419,#,12.325,23.325,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.74,84.01,9,-11,#,-10.97263,#,11.273,22.273,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.64,83.74,12,-11,#,-10.98588,#,11.514,22.514,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.59,83.47,15,-11,#,-11.04863,#,11.557,22.557,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.54,82.72,18,-11,#,-10.9915,#,9.598,20.598,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.01,86.21,6,-10,#,-10.05019,#,13.199,23.199,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.75,84.55,9,-10,#,-10.02962,#,12.163,22.163,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.65,84.21,12,-10,#,-10.03388,#,12.403,22.403,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.57,83.87,15,-10,#,-10.05763,#,12.482,22.482,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.57,82.9,18,-10,#,-9.9965,#,10.577,20.577,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.12,87.22,6,-9,#,-9.045188,#,14.051,23.051,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.81,85.2,9,-9,#,-9.027625,#,13.093,22.093,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.68,84.75,12,-9,#,-9.031875,#,13.319,22.319,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.59,84.31,15,-9,#,-9.045625,#,13.42,22.42,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.56,83.2,18,-9,#,-8.9955,#,11.553,20.553,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.25,88.24,6,-8,#,-8.047188,#,14.782,22.782,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.82,85.98,9,-8,#,-8.041625,#,13.961,21.961,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.66,85.42,12,-8,#,-8.042875,#,14.178,22.178,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.63,84.88,15,-8,#,-8.044625,#,14.301,22.301,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.58,83.49,18,-8,#,-8.0025,#,12.508,20.508,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.39,88.98,6,-7,#,-7.050188,#,15.361,22.361,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.89,86.8,9,-7,#,-7.042625,#,14.76,21.76,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.72,86.3,12,-7,#,-7.056875,#,14.971,21.971,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.63,85.57,15,-7,#,-7.061625,#,15.106,22.106,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.57,83.92,18,-7,#,-7.0245,#,13.434,20.434,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.52,89.29,6,-6,#,-6.047188,#,15.802,21.802,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.97,87.63,9,-6,#,-6.043625,#,15.424,21.424,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.72,87.34,12,-6,#,-6.054875,#,15.654,21.654,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.63,86.39,15,-6,#,-6.056625,#,15.831,21.831,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.58,84.45,18,-6,#,-6.0165,#,14.364,20.364,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.62,89.17,6,-5,#,-5.055188,#,16.081,21.081,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.06,88.42,9,-5,#,-5.055625,#,15.931,20.931,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.76,88.69,12,-5,#,-5.084875,#,16.163,21.163,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.63,87.56,15,-5,#,-5.063625,#,16.403,21.403,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.6,85.14,18,-5,#,-5.0265,#,15.234,20.234,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.53,88.66,6,-4,#,-4.047188,#,16.195,20.195,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.23,88.94,9,-4,#,-4.061625,#,16.309,20.309,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.79,90.42,12,-4,#,-4.070875,#,16.57,20.57,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.64,89.09,15,-4,#,-4.074625,#,16.854,20.854,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.63,86.11,18,-4,#,-4.0255,#,16.031,20.031,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.04,87.78,6,-3,#,-3.019188,#,16.216,19.216,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.37,89.09,9,-3,#,-3.034625,#,16.583,19.583,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.86,92.37,12,-3,#,-3.045875,#,16.885,19.885,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.68,90.9,15,-3,#,-3.065625,#,17.226,20.226,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.65,87.43,18,-3,#,-3.0365,#,16.679,19.679,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.24,86.51,6,-2,#,-1.994188,#,16.243,18.243,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.63,88.81,9,-2,#,-2.029625,#,16.79,18.79,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.94,94.33,12,-2,#,-2.045875,#,17.128,19.128,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.73,92.99,15,-2,#,-2.049625,#,17.527,19.527,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.66,89.1,18,-2,#,-2.0215,#,17.231,19.231,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,36.22,85.02,6,-1,#,-0.965188,#,16.313,17.313,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.91,88.16,9,-1,#,-1.024625,#,16.957,17.957,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.09,96.24,12,-1,#,-1.051875,#,17.303,18.303,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.77,95.42,15,-1,#,-1.058625,#,17.779,18.779,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.68,90.99,18,-1,#,-1.0175,#,17.703,18.703,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,34.99,83.85,6,0,#,0.117812,#,16.413,16.413,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,39.27,87.11,9,0,#,-0.004625,#,17.095,17.095,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.25,98.23,12,0,#,-0.044875,#,17.433,17.433,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.85,98.19,15,0,#,-0.052625,#,17.99,17.99,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.76,93.19,18,0,#,-0.0145,#,18.101,18.101,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,33.69,82.92,6,1,#,1.154812,#,16.546,15.546,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,39.71,85.85,9,1,#,1.017375,#,17.216,16.216,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.5,100.26,12,1,#,0.986125,#,17.533,16.533,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38,101.33,15,1,#,0.963375,#,18.174,17.174,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.78,95.9,18,1,#,1.0095,#,18.434,17.434,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,32.36,82.09,6,2,#,2.165812,#,16.701,14.701,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,40.22,84.68,9,2,#,2.031375,#,17.292,15.292,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.82,102.19,12,2,#,1.999125,#,17.614,15.614,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,38.16,104.54,15,2,#,1.972375,#,18.329,16.329,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN48,4,#,#,#,37.88,98.98,18,2,#,2.0325,#,18.708,16.708,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,38.87,83.97,6,-13,#,-13.02319,#,10.398,23.398,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,38.87,83.06,9,-13,#,-12.97162,#,9.39,22.39,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,38.82,83.01,12,-13,#,-13.02487,#,9.566,22.566,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,38.73,82.91,15,-13,#,-13.03462,#,9.668,22.668,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,38.72,82.39,18,-13,#,-13.0065,#,7.738,20.738,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,39,84.56,6,-12,#,-12.01119,#,11.359,23.359,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,38.86,83.53,9,-12,#,-11.96562,#,10.373,22.373,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,38.81,83.35,12,-12,#,-11.96687,#,10.592,22.592,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,38.72,83.12,15,-12,#,-12.01762,#,10.638,22.638,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,38.7,82.5,18,-12,#,-11.9995,#,8.717,20.717,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,39.09,85.31,6,-11,#,-11.01519,#,12.306,23.306,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,38.87,84.01,9,-11,#,-10.97263,#,11.331,22.331,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AN49,4,#,#,#,38.81,83.73,12,-11,#,-10.98087,#,11.535,22.535,#,#,#,#,#,#,#,#,#,#,#
